,codimap_category,codimap_title,codimap_date,views,comment_numbers,codimap_explain,codimap_hashtag,codimap_imgurl
107,캐주얼,추천 캠퍼스 코디,22.08.25,"15,271",4,로고 포인트의 스웨트셔츠와 데님 팬츠를 스타일링하고 스니커즈로 연출한 캐주얼 룩,"#로고플레이,#자수,#캠퍼스,#꾸안꾸,#여름,#캐주얼,#네이키드니스,#반스,#사운즈라이프,#신지모루,#예일,#백팩,#캔버스/단화,#데님 팬츠,#시계 용품,#맨투맨/스웨트셔츠",https://image.msscdn.net/images/codimap/detail/18371/detail_18371_1_500.jpg?202401091201
108,캐주얼,봄 추천 룩!,21.03.04,"19,941",4,아이보리 컬러가 돋보이는 카디건과 데님 스커트를 매치하고 컨버스 소재의 스니커즈로 마무리한 캐주얼 룩,"#봄,#캐주얼,#컨버스,#리,#백투베이직스,#후아유,#밀리언코르,#캔버스/단화,#긴소매 티셔츠,#메신저/크로스 백,#크로스백",https://image.msscdn.net/images/codimap/detail/2112/detail_2112_1_500.jpg?202401091201
109,아메카지,비니 스타일링,21.07.22,"5,584",4,화이트 컬러 반팔 티셔츠와 벌룬 팬츠를 매치하고 비니로 마무리한 아메리칸 캐주얼 룩,"#아메카지,#와이드핏,#벌룬핏,#컬러블록,#여름,#아메리칸 캐주얼,#칼하트,#왈라루,#라모랭,#제멋,#반소매 티셔츠,#에코백,#비니,#코튼 팬츠",https://image.msscdn.net/images/codimap/detail/4739/detail_4739_1_500.jpg?202401091201
110,스트릿,조거 팬츠가 대세,20.10.29,"28,520",4,캐주얼 무드의 니트와 조거 팬츠를 매치하고 하이탑 스니커즈로 마무리한 스트릿 룩,"#가을,#스트릿,#제로,#쇼브오프,#라퍼지스토어,#크리틱,#트레이닝/조거 팬츠,#액자/포스터,#팔찌,#메신저/크로스 백,#니트/스웨터",https://image.msscdn.net/images/codimap/detail/326/detail_326_1_500.jpg?202401091201
111,캐주얼,백팩이 포인트!,21.07.28,"4,576",4,아가일 패턴이 돋보이는 베스트에 데님 팬츠를 코디하고 백팩으로 포인트를 준 캐주얼 룩,"#아가일,#와이드핏,#그래픽,#캠퍼스,#화사한,#여름,#캐주얼,#반스,#오에스티,#트립션,#로에일,#척,#1993스튜디오,#캔버스/단화,#쿼츠 아날로그,#반려동물용품,#셔츠/블라우스,#반소매 티셔츠,#데님 팬츠,#베스트,#백팩",https://image.msscdn.net/images/codimap/detail/4927/detail_4927_1_500.jpg?202401091201
112,캐주얼,프린팅 포인트,21.05.14,"4,378",4,오버 핏 반팔 티셔츠에 유니크한 프린팅의 데님 팬츠를 더해 완성한 캐주얼 룩,"#봄,#캐주얼,#비바스튜디오,#몬스터리퍼블릭,#목걸이/펜던트,#백팩",https://image.msscdn.net/images/codimap/detail/3169/detail_3169_1_500.jpg?202401091201
113,캐주얼,어울리는 조합,21.07.02,"2,074",4,그래픽 티셔츠에 숏 팬츠와 스니커즈를 더해 완성한 캐주얼 룩,"#레터링,#그래픽,#캠퍼스,#여름,#캐주얼,#베이크솔,#커버낫,#리복,#누깍,#캔버스/단화,#버킷/사파리햇,#토트백",https://image.msscdn.net/images/codimap/detail/4027/detail_4027_1_500.jpg?202401091201
114,캐주얼,가볍게 입자,21.09.17,"10,172",4,프린팅이 돋보이는 스웨트셔츠와 트레이닝 팬츠를 코디하고 스타디움 재킷으로 마무리한 이지 캐주얼 룩,"#그래픽,#편안한,#원마일웨어,#에코,#가을,#캐주얼,#언폴드,#크럼프,#비바스튜디오,#어나더브릿지,#나이키,#에코백,#잡지/무크지,#트레이닝/조거 팬츠,#안경 소품,#맨투맨/스웨트셔츠,#안경,#패션스니커즈화",https://image.msscdn.net/images/codimap/detail/6865/detail_6865_1_500.jpg?202401091201
115,캐주얼,체크 아이템,21.05.24,"7,522",4,로고 프린팅이 돋보이는 반팔 티셔츠와 퍼티그 스커트를 코디하고 체크 패턴 호보 백으로 포인트를 준 캐주얼 룩,"#체크,#피크닉,#편안한,#봄,#캐주얼,#펀프롬펀,#치키타,#와릿이즌,#리,#컨버스,#숄더백,#기타 컬처,#롱스커트,#캡/야구 모자,#반소매 티셔츠",https://image.msscdn.net/images/codimap/detail/3259/detail_3259_1_500.jpg?202401091201
116,캐주얼,꾸안꾸 무드,21.12.16,"5,232",4,스트라이프 패턴이 돋보이는 스웨트셔츠와 트레이닝 팬츠를 매치하고 스니커즈로 마무리한 캐주얼 룩,"#스트라이프,#편안한,#꾸안꾸,#캠퍼스,#핀턱,#겨울,#캐주얼,#언더컨트롤,#제로,#테이크이지,#슈마커,#세븐피겨스,#뱅앤올룹슨,#비니,#트레이닝/조거 팬츠,#맨투맨/스웨트셔츠,#롱패딩/롱헤비 아우터,#헤드폰",https://image.msscdn.net/images/codimap/detail/10248/detail_10248_1_500.jpg?202401091201
117,캐주얼,서머 캐주얼,21.05.28,"3,852",4,오버 핏 반팔 셔츠와 숏 팬츠를 매치하고 틴트 선글라스로 포인트를 더한 캐주얼 룩,"#오버핏,#컬러포인트,#화사한,#봄,#캐주얼,#반스,#파르티멘토,#티미드프리크,#엠엘비,#아웃도어 프로덕츠,#캔버스/단화,#숏 팬츠,#선글라스,#액자/포스터,#버킷/사파리햇",https://image.msscdn.net/images/codimap/detail/3351/detail_3351_1_500.jpg?202401091201
118,캐주얼,여름 캐주얼 룩,21.05.28,"10,586",4,로고 프린팅 티셔츠와 데님 팬츠를 코디하고 플립플랍으로 마무리한 캐주얼 룩,"#찢청,#로고플레이,#봄,#캐주얼,#겐지,#문수권세컨,#피그앤헨,#에이카화이트,#뉴발란스,#선글라스,#데님 팬츠,#안경 소품,#팔찌,#반소매 티셔츠",https://image.msscdn.net/images/codimap/detail/3348/detail_3348_1_500.jpg?202401091201
119,걸리시,더플코트 코디,21.01.29,"1,902",4,카라 디테일이 돋보이는 더플코트와 스웨트셔츠를 매치하고 미니스커트로 완성한 걸리시 룩,"#겨울,#걸리시,#로맨틱크라운,#더 로켓,#더블유브이프로젝트,#조셉앤스테이시,#스파오,#닥터마틴,#양말,#미니스커트,#맨투맨/스웨트셔츠,#장갑,#겨울 기타 코트,#부츠,#기타 스니커즈",https://image.msscdn.net/images/codimap/detail/1654/detail_1654_1_500.jpg?202401091201
120,스트릿,조거 팬츠가 대세,20.10.29,"28,520",4,캐주얼 무드의 니트와 조거 팬츠를 매치하고 하이탑 스니커즈로 마무리한 스트릿 룩,"#가을,#스트릿,#제로,#쇼브오프,#라퍼지스토어,#크리틱,#트레이닝/조거 팬츠,#액자/포스터,#팔찌,#메신저/크로스 백,#니트/스웨터",https://image.msscdn.net/images/codimap/detail/326/detail_326_1_500.jpg?202401091201
121,걸리시,더플코트 코디,21.01.29,"1,902",4,카라 디테일이 돋보이는 더플코트와 스웨트셔츠를 매치하고 미니스커트로 완성한 걸리시 룩,"#겨울,#걸리시,#로맨틱크라운,#더 로켓,#더블유브이프로젝트,#조셉앤스테이시,#스파오,#닥터마틴,#양말,#미니스커트,#맨투맨/스웨트셔츠,#장갑,#겨울 기타 코트,#부츠,#기타 스니커즈",https://image.msscdn.net/images/codimap/detail/1654/detail_1654_1_500.jpg?202401091201
122,아메카지,벌룬 팬츠 활용법,21.06.15,"3,438",4,편하게 입기 좋은 반팔 셔츠와 벌룬 팬츠를 코디하고 슬리퍼로 마무리한 아메리칸 캐주얼 룩,"#아메카지,#벌룬핏,#오버핏,#꾸안꾸,#여름,#아메리칸 캐주얼,#오버다인,#한글안경,#더블유브이프로젝트,#버켄스탁,#에스피오나지,#메신저/크로스 백,#안경,#코튼 팬츠,#샌들,#셔츠/블라우스",https://image.msscdn.net/images/codimap/detail/3726/detail_3726_1_500.jpg?202401091201
123,캐주얼,지금 입기 좋아,22.04.14,"6,223",4,깔끔한 디자인의 반팔 티셔츠와 카고 팬츠를 코디하고 에코백으로 완성한 캐주얼 룩,"#캠퍼스,#와이드핏,#오버핏,#카고,#로고플레이,#봄,#캐주얼,#낫포너드,#파르티멘토,#리,#카시오,#커먼프로젝트,#트레이닝/조거 팬츠,#안경 소품,#셔츠/블라우스,#반소매 티셔츠,#에코백,#디지털",https://image.msscdn.net/images/codimap/detail/14701/detail_14701_1_500.jpg?202401091201
124,캐주얼,꾸안꾸의 정석,22.11.16,"2,066",4,체크 패턴이 돋보이는 조거 팬츠와 후드 티셔츠를 코디하고 플리스로 완성한 캐주얼 룩,"#겨울,#캐주얼,#로드,#에이치유엠,#엘리오티,#우알롱,#캘빈클라인 진,#코닥,#레터링,#편안한,#꾸안꾸,#체크,#플리스,#로고플레이,#셀럽템,#패션스니커즈화,#트레이닝/조거 팬츠,#캡/야구 모자,#후드 티셔츠,#메신저/크로스 백,#플리스/뽀글이",https://image.msscdn.net/images/codimap/detail/19796/detail_19796_1_500.jpg?202401091201
125,아메카지,캐주얼의 정석,21.07.02,"5,403",4,오버 핏 반팔 티셔츠와 벌룬 팬츠를 코디하고 토트백으로 완성한 아메리칸 캐주얼 룩,"#아메카지,#벌룬핏,#뉴트럴톤,#로고플레이,#오버핏,#꾸안꾸,#여름,#아메리칸 캐주얼,#제멋,#벤 데이비스,#그라미치,#커버낫,#뉴발란스,#코튼 팬츠,#안경 소품,#캡/야구 모자,#숄더백,#반소매 티셔츠,#샌들",https://image.msscdn.net/images/codimap/detail/4025/detail_4025_1_500.jpg?202401091201
126,캐주얼,어울리는 조합,21.07.02,"2,074",4,그래픽 티셔츠에 숏 팬츠와 스니커즈를 더해 완성한 캐주얼 룩,"#레터링,#그래픽,#캠퍼스,#여름,#캐주얼,#베이크솔,#커버낫,#리복,#누깍,#캔버스/단화,#버킷/사파리햇,#토트백",https://image.msscdn.net/images/codimap/detail/4027/detail_4027_1_500.jpg?202401091201
127,캐주얼,블랙으로 완성,21.05.17,"3,660",4,로고 디테일이 돋보이는 스웨트셔츠에 숏 팬츠를 매치한 이지 캐주얼 룩,"#봄,#캐주얼,#아임낫어휴먼비잉,#컨버스,#에이소프,#뉴발란스,#양말,#백팩,#맨투맨/스웨트셔츠,#숏 팬츠",https://image.msscdn.net/images/codimap/detail/3179/detail_3179_1_500.jpg?202401091201
128,캐주얼,추천 캠퍼스 코디,22.08.25,"15,271",4,로고 포인트의 스웨트셔츠와 데님 팬츠를 스타일링하고 스니커즈로 연출한 캐주얼 룩,"#로고플레이,#자수,#캠퍼스,#꾸안꾸,#여름,#캐주얼,#네이키드니스,#반스,#사운즈라이프,#신지모루,#예일,#백팩,#캔버스/단화,#데님 팬츠,#시계 용품,#맨투맨/스웨트셔츠",https://image.msscdn.net/images/codimap/detail/18371/detail_18371_1_500.jpg?202401091201
129,걸리시,패턴 활용법,21.03.22,"1,957",3,블랙 컬러 후드 티셔츠에 애니멀 패턴이 돋보이는 미니스커트와 폰 케이스로 완성한 걸리시 룩,"#봄,#걸리시,#스컬프터,#아파트먼트,#슈펜,#어피스오브케이크,#와릿이즌,#스칼렛또,#반소매 티셔츠,#후드 티셔츠,#부츠,#케이스/슬리브,#메신저/크로스 백,#팔찌",https://image.msscdn.net/images/codimap/detail/2357/detail_2357_1_500.jpg?202401091201
130,캐주얼,레이어드 연출법,21.07.01,"2,726",3,스트라이프 패턴이 돋보이는 베스트와 반팔 티셔츠를 레이어드하고 데님 팬츠를 더해 완성한 캐주얼 룩,"#스트라이프,#캠퍼스,#남친룩,#여름,#캐주얼,#반스,#로우로우,#비슬로우,#미니멀프로젝트,#제로,#캔버스/단화,#백팩,#기타 컬처,#데님 팬츠,#반소매 티셔츠,#베스트",https://image.msscdn.net/images/codimap/detail/3997/detail_3997_1_500.jpg?202401091201
131,캐주얼,옐로 컬러 포인트,21.03.18,"4,588",3,로고 프린팅이 돋보이는 스웨트셔츠와 스웨트 팬츠를 매치하고 옐로 컬러의 볼캡으로 포인트를 준 캐주얼 룩,"#봄,#캐주얼,#어나더브릿지,#엘라고,#5252 바이 오아이오아이,#시눈,#레이디 볼륨,#나이키,#선글라스,#케이스/슬리브,#캡/야구 모자,#트레이닝/조거 팬츠,#패션스니커즈화",https://image.msscdn.net/images/codimap/detail/2314/detail_2314_1_500.jpg?202401091201
132,캐주얼,눈에 띄는 디테일,20.11.05,"3,332",3,화사한 체크 셔츠와 레터링이 인상적인 니트를 레이어드한 후 그린 컬러의 스니커즈로 마무리한 이지 캐주얼 룩,"#가을,#캐주얼,#아조바이아조,#86로드,#커버낫,#메리제임스,#컨버스,#반소매 티셔츠,#니트/스웨터,#데님 팬츠,#안경,#셔츠/블라우스",https://image.msscdn.net/images/codimap/detail/442/detail_442_1_500.jpg?202401091201
133,스트릿,시크한 매력,21.02.26,"2,141",3,"패치워크가 돋보이는 티셔츠와 스타디움 재킷을 연출하고 비니, 스니커즈로 포인트를 준 스트릿 룩","#봄,#스트릿,#드네이지,#셉텐벌5,#플레어업,#트레이닝/조거 팬츠,#안경 소품,#액자/포스터,#목걸이/펜던트,#비니",https://image.msscdn.net/images/codimap/detail/2037/detail_2037_1_500.jpg?202401091201
134,캐주얼,블루 포인트,21.07.09,"7,484",3,오버 핏 티셔츠에 조거 팬츠를 매치하고 로고가 돋보이는 에코백으로 완성한 이지 캐주얼 룩,"#편안한,#원마일웨어,#오버핏,#로고플레이,#에코,#여름,#캐주얼,#제멋,#엠엘비,#마리떼,#제로,#컨버스,#셔츠/블라우스,#반소매 티셔츠,#캡/야구 모자,#에코백,#트레이닝/조거 팬츠",https://image.msscdn.net/images/codimap/detail/4289/detail_4289_1_500.jpg?202401091201
135,캐주얼,돋보이는 센스,21.07.12,"1,074",3,그래픽이 돋보이는 반팔 티셔츠에 데님 팬츠를 코디하고 크로스 백으로 마무리한 캐주얼 룩,"#그래픽,#와이드핏,#남친룩,#캠퍼스,#여름,#캐주얼,#핍스,#토마스모어,#컨버스,#본챔스,#지샥,#메신저/크로스 백,#기타 컬처,#데님 팬츠,#반소매 티셔츠,#디지털",https://image.msscdn.net/images/codimap/detail/4327/detail_4327_1_500.jpg?202401091201
136,캐주얼,톤온톤 좋아,21.03.09,"6,013",3,베이지 컬러의 트러커 재킷에 아이보리 진을 매치한 후 같은 톤의 볼캡으로 마무리한 캐주얼 룩,"#봄,#캐주얼,#무신사 스탠다드,#와르,#커스텀어클락,#마우,#마하그리드,#틀영,#반소매 티셔츠,#긴소매 티셔츠,#코튼 팬츠,#안경 소품,#카디건,#캔버스/단화,#캡/야구 모자",https://image.msscdn.net/images/codimap/detail/2161/detail_2161_1_500.jpg?202401091201
137,캐주얼,베스트 더하기,21.07.01,"3,813",3,반팔 티셔츠에 그린 컬러가 돋보이는 베스트를 더하고 데님 숏 팬츠로 완성한 캐주얼 룩,"#캠퍼스,#남친룩,#벌룬핏,#여름,#캐주얼,#컨버스,#레테르코모,#페넥,#사운즈라이프,#셔츠/블라우스,#백팩,#숏 팬츠,#베스트",https://image.msscdn.net/images/codimap/detail/3999/detail_3999_1_500.jpg?202401091201
138,캐주얼,추천 스타일링,21.07.02,"5,128",3,"프린팅이 돋보이는 반팔 티셔츠에 데님 팬츠, 스니커즈를 더해 연출한 캐주얼 룩","#캠퍼스,#꾸안꾸,#와이드핏,#그래픽,#남친룩,#여름,#캐주얼,#포콤마,#프로스펙스,#테이크이지,#예일,#엄브로,#목걸이/펜던트,#패션스니커즈화,#데님 팬츠,#반소매 티셔츠,#메신저/크로스 백",https://image.msscdn.net/images/codimap/detail/4036/detail_4036_1_500.jpg?202401091201
139,캐주얼,가볍게 즐겨,21.07.02,"2,799",3,컬러 블록이 돋보이는 티셔츠와 스웨트 팬츠를 매치하고 스니커즈로 편안함을 더한 이지 캐주얼 룩,"#모노톤,#톤온톤,#컬러블록,#편안한,#원마일웨어,#여름,#캐주얼,#플레이언,#제로,#아디다스,#리,#헤드폰,#웨이스트 백,#트레이닝/조거 팬츠,#패션스니커즈화,#반소매 티셔츠",https://image.msscdn.net/images/codimap/detail/4039/detail_4039_1_500.jpg?202401091201
140,캐주얼,체크체크해!,21.02.19,"4,973",3,"체크 패턴이 돋보이는 스웨트셔츠와 더플코트, 플리츠스커트를 매치하고 버킷햇으로 완성한 캐주얼 룩","#봄,#캐주얼,#슬리피슬립,#오찌,#치키타,#우주스튜디오,#우아,#질바이질스튜어트,#버킷/사파리햇,#기타 스니커즈,#롱스커트,#맨투맨/스웨트셔츠,#양말",https://image.msscdn.net/images/codimap/detail/1946/detail_1946_1_500.jpg?202401091201
141,캐주얼,감각적 코디,21.07.02,"4,771",3,로고 프린팅 티셔츠와 데님 팬츠를 코디하고 그래픽이 돋보이는 토트백으로 포인트를 준 캐주얼 룩,"#그래픽,#로고플레이,#남친룩,#오버핏,#워싱,#여름,#캐주얼,#블레스드 뷸렛,#어널러코드,#엘엠씨,#얼킨,#목걸이/펜던트,#반소매 티셔츠,#토트백",https://image.msscdn.net/images/codimap/detail/4026/detail_4026_1_500.jpg?202401091201
142,댄디,올 블랙 멋,21.08.04,"1,639",3,펀칭 디테일이 돋보이는 니트에 숏 팬츠를 코디하고 블로퍼로 멋을 더한 댄디 룩,"#레더,#올블랙,#미니멀,#펀칭,#여름,#댄디,#마이애미프로젝트,#메종미네드,#리에티,#인템포무드,#코닥,#블로퍼,#니트/스웨터,#선글라스,#데님 팬츠,#메신저/크로스 백",https://image.msscdn.net/images/codimap/detail/5190/detail_5190_1_500.jpg?202401091201
143,댄디,화사한 코디,21.07.15,"2,520",3,화사한 스트라이프 셔츠에 린넨 슬랙스를 매치하고 토트백으로 마무리한 댄디 룩,"#루즈핏,#데이트,#린넨,#와이드핏,#화사한,#여름,#댄디,#내셔널 퍼블리시티,#커스텀에이드,#다이아몬드 레이라,#애습,#토트백,#캔버스/단화,#안경,#셔츠/블라우스,#슈트 팬츠/슬랙스",https://image.msscdn.net/images/codimap/detail/4500/detail_4500_1_500.jpg?202401091201
144,캐주얼,봄 소풍 가는 날,21.03.17,"3,625",3,귀여운 플라워 패턴이 돋보이는 베스트에 데님 재킷을 매치하고 스니커즈를 더해 완성한 캐주얼 룩,"#봄,#캐주얼,#리복,#로얄라이프,#키르시,#스파오,#로씨로씨,#타게토,#펀프롬펀,#패션스니커즈화,#셔츠/블라우스,#반소매 티셔츠,#양말,#베스트,#롱스커트,#메신저/크로스 백,#크로스백",https://image.msscdn.net/images/codimap/detail/2291/detail_2291_1_500.jpg?202401091201
145,아메카지,벌룬 팬츠로 완성,21.08.05,"2,017",3,벌룬 핏 코튼 팬츠에 반팔 티셔츠를 스타일링한 후 슬리퍼로 완성한 아메리칸 캐주얼 룩,"#뉴트럴톤,#벌룬핏,#꾸안꾸,#아메카지,#여름,#아메리칸 캐주얼,#버켄스탁,#와일드 브릭스,#벤 데이비스,#유니폼브릿지,#사운즈라이프,#슬리퍼,#숄더백,#잡지/무크지,#셔츠/블라우스,#반소매 티셔츠,#버킷/사파리햇,#코튼 팬츠",https://image.msscdn.net/images/codimap/detail/5239/detail_5239_1_500.jpg?202401091201
146,비즈니스캐주얼,트렌디한 느낌,21.07.02,"3,440",3,그린 컬러 니트에 슬랙스를 매치하고 브리프케이스로 마무리한 포멀 룩,"#톤온톤,#단정한,#출근룩,#뉴트럴톤,#미니멀,#여름,#포멀,#로렌스폴,#쌤소나이트 레드,#라이크썸모어,#어반드레스,#브아빗,#안경,#브리프케이스,#구두,#니트/스웨터,#슈트 팬츠/슬랙스,#비즈니스캐주얼",https://image.msscdn.net/images/codimap/detail/4038/detail_4038_1_500.jpg?202401091201
147,로맨틱,화사한 데이트 룩,21.06.15,"1,946",3,크롭 슬리브리스에 밴딩 스커트를 코디하고 옐로 컬러 숄더백으로 완성한 로맨틱 룩,"#크롭,#파스텔,#화사한,#데이트,#우아한,#여름,#로맨틱,#메이엘듀,#오디너리홀리데이,#코이무이,#듀이데저트,#블로퍼,#미디스커트,#니트/스웨터,#숄더백,#귀걸이",https://image.msscdn.net/images/codimap/detail/3737/detail_3737_1_500.jpg?202401091201
148,캐주얼,끌리는 뒤태,21.07.01,"1,317",3,뒷면 그래픽 프린팅이 돋보이는 티셔츠와 데님 팬츠를 매치하고 백팩으로 마무리한 캐주얼 룩,"#그래픽,#와이드핏,#로고플레이,#캠퍼스,#남친룩,#꾸안꾸,#여름,#캐주얼,#커버낫,#에가든,#노드 아카이브,#후딩스,#백팩,#시계 용품,#데님 팬츠",https://image.msscdn.net/images/codimap/detail/3992/detail_3992_1_500.jpg?202401091201
149,걸리시,심쿵 포인트,21.06.16,"2,413",3,체크 크롭 티셔츠와 미니스커트로 완성한 걸리시 룩,"#체크,#짧치,#하이틴룩,#크롭,#여름,#걸리시,#리플라,#5252 바이 오아이오아이,#애노드레브,#루이본,#네스티팬시클럽,#구두,#미니스커트,#메신저/크로스 백,#크로스백,#헤어 액세서리",https://image.msscdn.net/images/codimap/detail/3754/detail_3754_1_500.jpg?202401091201
150,캐주얼,여름 셔츠 코디,21.06.22,"4,484",3,오버 핏 셔츠와 숏 팬츠를 매치하고 크로스 백으로 마무리한 캐주얼 룩,"#오버핏,#와이드핏,#뉴트럴톤,#피크닉,#여름,#캐주얼,#라츠,#커버낫,#다이아몬드 레이라,#코닥,#숏 팬츠,#시계 용품,#셔츠/블라우스,#메신저/크로스 백",https://image.msscdn.net/images/codimap/detail/3829/detail_3829_1_500.jpg?202401091201
151,캐주얼,편하게 꾸며,21.06.28,"4,245",3,프린팅 티셔츠와 데님 팬츠를 매치하고 메신저 백으로 포인트를 준 캐주얼 룩,"#캐릭터,#그래픽,#와이드핏,#꾸안꾸,#캠퍼스,#여름,#캐주얼,#모 스포츠,#피지컬 에듀케이션 디파트먼트,#마하그리드,#토피,#누깍,#슬리퍼,#반소매 티셔츠,#캡/야구 모자,#데님 팬츠,#메신저/크로스 백",https://image.msscdn.net/images/codimap/detail/3939/detail_3939_1_500.jpg?202401091201
152,캐주얼,미니멀한 조합,21.06.25,"3,021",3,반팔 티셔츠에 베스트를 레이어드하고 블랙 컬러 숏 팬츠와 타비 스니커즈로 연출한 미니멀 캐주얼 룩,"#미니멀,#모노톤,#남친룩,#레이어드룩,#여름,#캐주얼,#메종 마르지엘라,#아페쎄,#쿠어,#파우치 백,#베스트,#버킷/사파리햇",https://image.msscdn.net/images/codimap/detail/3901/detail_3901_1_500.jpg?202401091201
153,비즈니스캐주얼,모노 톤 활용법,21.02.18,837,3,심플한 니트와 셔츠를 레이어드하고 와이드 핏 슬랙스와 숄더백으로 완성한 포멀 룩,"#봄,#포멀,#로에일,#루에브르,#랩,#링키래버토리,#노이아고,#마뗑킴,#반소매 티셔츠,#셔츠/블라우스,#숄더백,#귀걸이,#슈트 팬츠/슬랙스,#부츠,#비즈니스캐주얼",https://image.msscdn.net/images/codimap/detail/1895/detail_1895_1_500.jpg?202401091201
154,걸리시,귀여운 스타일,21.07.14,"2,673",3,리본 디테일이 돋보이는 원피스에 체크 패턴 메리제인 슈즈를 매치한 걸리시 룩,"#슬림핏,#체크,#하이틴룩,#여름,#걸리시,#무신사 스탠다드,#디어페기,#빅토리아 슈즈,#제이에스티나,#하트클럽,#양말,#반지,#메신저/크로스 백,#크로스백,#힐/펌프스,#헤어 액세서리,#미니 원피스",https://image.msscdn.net/images/codimap/detail/4420/detail_4420_1_500.jpg?202401091201
155,로맨틱,옐로 활용법,21.03.17,690,3,리본 디테일이 돋보이는 원피스에 카디건을 매치하고 옐로 컬러 레더 아이템으로 포인트를 더한 로맨틱 룩,"#봄,#로맨틱,#마뗑킴,#포스트루드,#닉앤니콜,#이스트인디고,#메신저/크로스 백,#부츠,#목걸이/펜던트,#긴소매 티셔츠,#맥시 원피스",https://image.msscdn.net/images/codimap/detail/2293/detail_2293_1_500.jpg?202401091201
156,댄디,돋보이는 그래픽,21.02.26,"5,516",3,귀여운 그래픽이 돋보이는 니트에 헌팅 재킷을 연출하고 로퍼로 마무리한 댄디 룩,"#봄,#댄디,#쟈니웨스트,#비브이에이치,#어낫띵,#에스피오나지,#메리제임스,#닥터마틴,#반소매 티셔츠,#셔츠/블라우스,#안경,#트레이닝/조거 팬츠,#사파리/헌팅 재킷,#니트/스웨터,#구두",https://image.msscdn.net/images/codimap/detail/2042/detail_2042_1_500.jpg?202401091201
157,캐주얼,디테일 가득!,21.07.02,"4,701",3,그래픽 디테일이 돋보이는 티셔츠에 데님 팬츠를 코디하고 스니커즈로 완성한 캐주얼 룩,"#톤온톤,#그래픽,#모노톤,#컬러블록,#캠퍼스,#미세먼지,#와이드핏,#여름,#캐주얼,#반스,#트래블,#팝미,#로아드로아,#미니멀프로젝트,#캔버스/단화,#반소매 티셔츠,#마스크,#메신저/크로스 백,#데님 팬츠",https://image.msscdn.net/images/codimap/detail/4037/detail_4037_1_500.jpg?202401091201
158,아메카지,멋진 아메카지 룩,21.07.16,"5,898",3,자수가 포인트인 베스트에 벌룬 팬츠를 매치하고 메신저 백으로 멋을 더한 아메리칸 캐주얼 룩,"#아메카지,#벌룬핏,#뉴트럴톤,#여름,#아메리칸 캐주얼,#모노노,#리끌로우,#사운즈라이프,#퍼스텝,#비욘드클로젯,#메신저/크로스 백,#안경,#코튼 팬츠,#셔츠/블라우스,#베스트",https://image.msscdn.net/images/codimap/detail/4552/detail_4552_1_500.jpg?202401091201
159,캐주얼,편안한 하루,21.03.02,"20,495",3,퍼플 컬러의 후드 티셔츠에 조거 팬츠를 더한 후 귀여운 볼캡으로 완성한 이지 캐주얼 룩,"#봄,#캐주얼,#제멋,#화이트블럭,#엠엠엘지,#어널러코드,#뉴발란스,#예일,#블루종/MA-1,#케이스/슬리브,#반소매 티셔츠,#트레이닝/조거 팬츠,#캡/야구 모자",https://image.msscdn.net/images/codimap/detail/2059/detail_2059_1_500.jpg?202401091201
160,캐주얼,상큼한 조합,21.07.09,"4,529",3,로고 디테일이 돋보이는 반팔 티셔츠에 데님 스커트를 더하고 체크 패턴 스니커즈로 완성한 캐주얼 룩,"#체크,#로고플레이,#캠퍼스,#꾸안꾸,#화사한,#오버핏,#여름,#캐주얼,#아카이브앱크,#반스,#펄리모어,#키르시,#어커버,#숄더백,#캔버스/단화,#팔찌,#롱스커트",https://image.msscdn.net/images/codimap/detail/4307/detail_4307_1_500.jpg?202401091201
161,로맨틱,데이트 가는 날,20.11.04,908,3,플로럴 패턴이 돋보이는 원피스와 트렌치코트를 연출하고 부츠로 마무리한 로맨틱 룩,"#가을,#로맨틱,#모노슬롯,#에트몽,#빈폴 액세서리,#렉켄,#아르댓,#목걸이/펜던트,#맥시 원피스,#장갑,#부츠",https://image.msscdn.net/images/codimap/detail/439/detail_439_1_500.jpg?202401091201
162,로맨틱,분위기 있어 보여!,21.07.12,"1,875",3,셔링 디테일이 돋보이는 블라우스에 롱스커트를 매치하고 샌들로 마무리한 로맨틱 룩,"#데이트,#셔링,#화사한,#여름,#로맨틱,#세스띠,#제이에스티나,#무신사 스탠다드,#오에스티,#샌들,#토트백,#피케/카라 티셔츠,#셔츠/블라우스,#롱스커트,#목걸이/펜던트",https://image.msscdn.net/images/codimap/detail/4344/detail_4344_1_500.jpg?202401091201
163,스포티,핑크로 발랄하게,21.07.28,"2,640",3,체크 패턴이 돋보이는 수영복에 플립플랍을 더해 완성한 스포츠 룩,"#체크,#수영,#화사한,#파스텔,#폭염,#여름,#스포츠,#골스튜디오,#펄리모어,#노피셜노피스,#오아이오아이,#펀프롬펀,#팔찌,#버킷/사파리햇,#메신저/크로스 백,#크로스백,#스포티",https://image.msscdn.net/images/codimap/detail/4914/detail_4914_1_500.jpg?202401091201
